,Unnamed: 0,plant_name,links,required_space,when_to_plant,min_growing_time,max_growing_time,when_to_harvest,climate
241,241,Tomatillo,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tomatillos/,8100,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
242,242,Tomato (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tomatoes/,2700,"3, 5, 6, 7",120,210,"7, 8, 9, 10",BSk
243,243,Tomato (Small),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cherry-tomatoes/,2700,"3, 5, 6, 7",120,210,"7, 8, 9, 10",BSk
244,244,Tree (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-large-trees/,0,,0,0,,BSk
245,245,Tree (Small),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-small-trees/,0,,0,0,,BSk
246,246,Tulip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tulip/,150,"9, 10, 11",150,120,"4, 5",BSk
247,247,Turnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-turnips/,450,"4, 5, 8",60,210,"6, 7, 9, 10, 11",BSk
248,248,Valerian,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-valerian/,8100,"2, 3, 4, 5, 6",150,270,"7, 8, 9, 10, 11",BSk
249,249,Verbena (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-verbena-annual/,400,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
250,250,Vinca (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-vinca-annual/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
251,251,Walnut,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-walnuts/,400,"3, 4",180,270,"9, 10, 11, 12",BSk
252,252,Watermelon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-watermelons/,8100,"4, 5, 6",120,180,"8, 9, 10",BSk
253,253,Wheat,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-wheat/,100,"3, 4, 7, 8",60,270,"1, 2, 6, 7, 11, 12",BSk
254,254,White Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-white-currant/,8100,"4, 5",90,120,"7, 8",BSk
255,255,Winter Field Beans,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-field-beans/,800,"3, 4, 8",60,270,"1, 2, 6, 11, 12",BSk
256,256,Winter Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-peas/,200,"7, 8",180,150,"1, 2, 12",BSk
257,257,Zinnia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-zinnia/,900,"3, 4, 5, 6",120,210,"7, 8, 9, 10",BSk
258,258,Zucchini,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-zucchini/,3600,"5, 6, 7",60,150,"7, 8, 9, 10",BSk
0,0,Agastache,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-agastache/,900,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Csb
1,1,Ageratum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-ageratum/,600,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
2,2,Allium (Ornamental),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-allium-ornamental/,900,4,60,90,"6, 7",Csb
3,3,Almond,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-almonds/,0,4,120,180,"8, 9, 10",Csb
4,4,Alyssum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-alyssum/,225,"3, 4, 5, 6, 7, 8",60,240,"5, 6, 7, 8, 9, 10, 11",Csb
5,5,Amaranth (Grain),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-amaranth-grain/,4050,,0,0,,Csb
6,6,Amaranth (Ornamental),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-amaranth-ornamental/,2700,"5, 6",60,150,"7, 8, 9, 10",Csb
7,7,Anemone,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-anemone/,225,"4, 5",0,60,"4, 5, 6",Csb
8,8,Apple (Cordon),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cordon-apple-trees/,0,"4, 5",90,180,"7, 8, 9, 10",Csb
9,9,Apple (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-apple-trees/,0,"4, 5",90,180,"7, 8, 9, 10",Csb
10,10,Apple (Espalier),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-espalier-apple-trees/,0,"4, 5",90,180,"7, 8, 9, 10",Csb
11,11,Apple (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-apples/,0,"4, 5",90,180,"7, 8, 9, 10",Csb
12,12,Apricot (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-apricot-trees/,0,4,90,180,"7, 8, 9, 10",Csb
13,13,Apricot (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-apricots/,0,4,90,180,"7, 8, 9, 10",Csb
14,14,Artichoke (Globe),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-globe-artichokes/,8100,"3, 4, 5, 6, 7",90,210,"6, 7, 8, 9, 10",Csb
15,15,Arugula,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-arugula/,200,"3, 4, 5, 6, 7, 8, 9, 10",30,270,"4, 5, 6, 7, 8, 9, 10, 11, 12",Csb
16,16,Asparagus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-asparagus/,2025,"2, 3, 4, 5",90,180,"5, 6, 7, 8",Csb
17,17,Aster (China),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-aster-china/,900,"3, 4, 5",150,210,"8, 9, 10",Csb
18,18,Basil,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-basil/,375,"5, 6",60,150,"7, 8, 9, 10",Csb
19,19,Bay,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bay-leaves/,2700,"5, 6",60,150,"7, 8, 9, 10",Csb
20,20,Beans (Bush Snap),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bush-snap-beans/,525,"5, 6",60,150,"7, 8, 9, 10",Csb
21,21,Beans (Dry),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dry-beans/,700,"5, 6",90,150,"8, 9, 10",Csb
22,22,Beans (Fava),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fava-beans/,375,"4, 5",90,150,"7, 8, 9",Csb
23,23,Beans (Lima),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lima-beans/,525,"6, 7",90,120,"9, 10",Csb
24,24,Beans (Pole),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pole-beans/,525,"5, 6",60,150,"7, 8, 9, 10",Csb
25,25,Beet,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-beets/,200,"5, 6",60,180,"7, 8, 9, 10, 11",Csb
26,26,Begonia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-begonia/,875,"3, 4, 5, 6",120,210,"7, 8, 9, 10",Csb
27,27,Bells of Ireland,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bells-of-ireland/,900,"3, 4, 5",90,150,"6, 7, 8",Csb
28,28,Black Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-black-currant/,8100,"4, 5",60,150,"6, 7, 8, 9",Csb
29,29,Blackberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-blackberries/,8100,"4, 5",60,180,"6, 7, 8, 9, 10",Csb
30,30,Bluebell,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bluebell/,100,"4, 5",30,90,"5, 6, 7",Csb
31,31,Blueberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-blueberries/,8100,"4, 5",60,180,"6, 7, 8, 9, 10",Csb
32,32,Bok Choy,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bok-choy/,500,"3, 4, 5, 6, 7, 8",60,240,"5, 6, 7, 8, 9, 10, 11",Csb
33,33,Borage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-borage/,1800,"5, 6",30,150,"6, 7, 8, 9, 10",Csb
34,34,Broccoli,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-broccoli/,2025,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Csb
35,35,Broccoli (Purple Sprouting),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-purple-sprouting-broccoli/,3600,"3, 4, 5",60,270,"1, 2, 12",Csb
36,36,Brussels Sprouts,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-brussels-sprouts/,3600,"3, 4, 5",60,270,"1, 2, 3, 4, 11, 12",Csb
37,37,Buckwheat,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-buckwheat/,100,"5, 6",30,150,"6, 7, 8, 9, 10",Csb
38,38,Cabbage (Fall Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-red-cabbages/,7200,"3, 4, 5, 6",60,270,"1, 2, 8, 9, 10, 11, 12",Csb
39,39,Cabbage (Fall),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-cabbages/,7200,"3, 4, 5, 6",60,270,"1, 2, 8, 9, 10, 11, 12",Csb
40,40,Cabbage (Spring Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spring-red-cabbages/,5400,"6, 7, 8",150,90,"1, 2, 3",Csb
41,41,Cabbage (Spring),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spring-cabbages/,5400,"6, 7, 8",150,90,"1, 2, 3",Csb
42,42,Cabbage (Summer Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-red-cabbages/,2475,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Csb
43,43,Cabbage (Summer),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-cabbages/,2475,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Csb
44,44,Calendula,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-calendula/,1500,"3, 4, 5, 6",60,240,"5, 6, 7, 8, 9, 10, 11",Csb
45,45,Cantaloupe,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cantaloupe/,8100,"5, 6",90,150,"8, 9, 10",Csb
46,46,Carrot,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-carrots/,150,"4, 5, 6",90,240,"7, 8, 9, 10, 11, 12",Csb
47,47,Catnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-catnip/,1200,"3, 4, 5, 6",60,240,"5, 6, 7, 8, 9, 10, 11",Csb
48,48,Cauliflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cauliflower/,2700,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Csb
49,49,Celeriac,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-celeriac/,1200,"5, 6",120,210,"1, 2, 11, 12",Csb
50,50,Celery,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-celery/,450,"4, 5, 6",120,210,"8, 9, 10, 11",Csb
51,51,Celosia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-celosia/,600,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
52,52,Chamomile,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chamomile/,1000,"3, 4, 5, 6",60,210,"5, 6, 7, 8, 9, 10",Csb
53,53,Cherry (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-cherry-trees/,0,4,60,180,"6, 7, 8, 9, 10",Csb
54,54,Cherry (Fan),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fan-cherry-trees/,0,4,60,180,"6, 7, 8, 9, 10",Csb
55,55,Cherry (Semi-Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-semi-dwarf-cherry-trees/,0,4,60,180,"6, 7, 8, 9, 10",Csb
56,56,Chestnut (Chinese),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chinese-chestnuts/,100,4,150,240,"9, 10, 11, 12",Csb
57,57,Chicory,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chicory/,600,"5, 6",60,180,"7, 8, 9, 10, 11",Csb
58,58,Chili Pepper,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chili-peppers/,1200,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
59,59,Chinese Cabbage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chinese-cabbage/,1800,"5, 6",60,150,"7, 8, 9, 10",Csb
60,60,Chives,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chives/,375,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csb
61,61,Chives (Garlic),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-garlic-chives/,300,"2, 3, 4, 5, 6",60,270,"4, 5, 6, 7, 8, 9, 10, 11",Csb
62,62,Cilantro,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cilantro/,375,"4, 5, 6",60,180,"6, 7, 8, 9, 10",Csb
63,63,Cleome,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cleome/,600,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
64,64,Colchicum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-colchicum/,225,10,60,30,"8, 9",Csb
65,65,Coleus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-coleus/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
66,66,Collards,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-collards/,1200,"3, 4, 5, 6, 7, 8",90,270,"6, 7, 8, 9, 10, 11, 12",Csb
67,67,Comfrey,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-comfrey/,3600,"3, 4, 5, 6",90,240,"6, 7, 8, 9, 10, 11",Csb
68,68,Convolvulus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-convolvulus/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
69,69,Coreopsis,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-coreopsis/,900,"3, 4, 5, 6",90,150,"6, 7, 8",Csb
70,70,Corn,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-corn/,1350,"5, 6",90,150,"8, 9, 10",Csb
71,71,Cornflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cornflowers/,400,"2, 3, 4, 5",120,210,"6, 7, 8, 9",Csb
72,72,Cosmos,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cosmos/,400,"2, 3, 4, 5",120,210,"6, 7, 8, 9",Csb
73,73,Cotton,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cotton/,0,"4, 5, 6",120,180,"8, 9, 10",Csb
74,74,Cranberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cranberries/,3600,4,120,210,"8, 9, 10, 11",Csb
75,75,Cress,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cress/,100,"3, 4, 5, 6, 7, 8, 9, 10",0,210,"3, 4, 5, 6, 7, 8, 9, 10",Csb
76,76,Crimson Clover,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crimson-clover/,100,9,240,90,"1, 2, 3, 12",Csb
77,77,Crocus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crocus/,100,"9, 10, 11, 12",210,150,"2, 3, 4",Csb
78,78,Crowder Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crowder-peas/,525,"5, 6",60,150,"7, 8, 9, 10",Csb
79,79,Cucumber,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cucumber/,3600,"5, 6",60,150,"7, 8, 9, 10",Csb
80,80,Cuphea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cuphea/,600,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
81,81,Daffodil,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-daffodil/,150,"9, 10, 11, 12",210,120,"2, 3, 4, 5",Csb
82,82,Dahlia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dahlia/,3000,5,60,150,"7, 8, 9, 10",Csb
83,83,Daylily,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-daylily/,3000,"4, 5, 6",90,150,"7, 8, 9",Csb
84,84,Dianthus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dianthus/,900,"3, 4, 5, 6, 7, 8",90,240,"6, 7, 8, 9, 10, 11",Csb
85,85,Dill,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dill/,375,"5, 6",30,150,"6, 7, 8, 9, 10",Csb
86,86,Dusty Miller,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dusty-miller/,600,"3, 4, 5, 6, 7, 8",90,240,"6, 7, 8, 9, 10, 11",Csb
87,87,Echinacea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-echinacea/,1200,"2, 3, 4, 5, 6",90,240,"5, 6, 7, 8, 9, 10",Csb
88,88,Edamame,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-edamame/,800,6,60,120,"8, 9, 10",Csb
89,89,Eggplant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-eggplant/,1575,"3, 4, 5, 6",60,210,"5, 6, 7, 8, 9, 10",Csb
90,90,Endive,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-endive/,600,"4, 5, 6, 7, 8, 9",90,240,"1, 2, 6, 7, 8, 9, 10, 11, 12",Csb
91,91,Fennel,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fennel/,875,"4, 5, 6",90,180,"7, 8, 9, 10",Csb
92,92,Fennel (Herb),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-herb-fennel/,1200,"3, 4, 5, 6",60,210,"5, 6, 7, 8, 9, 10",Csb
93,93,Fenugreek,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fenugreek/,225,"5, 6",60,150,"7, 8, 9, 10",Csb
94,94,Feverfew,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-feverfew/,900,"2, 3, 4",120,180,"6, 7, 8",Csb
95,95,Fig,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-figs/,0,4,90,180,"7, 8, 9, 10",Csb
96,96,Fig (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-figs/,3600,4,90,180,"7, 8, 9, 10",Csb
97,97,Filbert,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-filberts/,0,4,120,180,"8, 9, 10",Csb
98,98,Fruit (Bush),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fruit-bushes/,8100,"4, 5",60,180,"6, 7, 8, 9, 10",Csb
99,99,Fruit (Dwarf Tree),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-fruit-trees/,0,"4, 5",60,180,"6, 7, 8, 9, 10",Csb
100,100,Fruit (Trellised),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-trellised-fruit/,8100,"4, 5",60,180,"6, 7, 8, 9, 10",Csb
101,101,Gaillardia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gaillardia/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
102,102,Garlic,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-garlic/,250,"10, 11, 12",120,0,"6, 7, 8, 9, 10",Csb
103,103,Gazania,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gazania/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
104,104,Geranium,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-geranium/,875,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Csb
105,105,Ginger,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-ginger/,2025,,0,0,,Csb
106,106,Gladiolus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gladiolus/,500,"4, 5",90,120,"7, 8",Csb
107,107,Gomphrena,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gomphrena/,600,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
108,108,Gooseberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gooseberry/,8100,"4, 5",60,150,"6, 7, 8, 9",Csb
109,109,Gourd,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gourds/,8100,"5, 6",90,150,"8, 9, 10",Csb
110,110,Grape Vine,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-grapes/,0,"4, 5",120,180,"8, 9, 10",Csb
111,111,Gypsophila,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gypsophila/,400,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
112,112,Hairy Vetch,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hairy-vetch/,100,9,240,90,"1, 2, 3, 4, 10, 11, 12",Csb
113,113,Hazel,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hazel-nuts/,0,4,120,180,"8, 9, 10",Csb
114,114,Heliotrope,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-heliotrope/,400,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
115,115,Herb,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-herbs/,375,"3, 4, 5, 6",120,210,"7, 8, 9, 10",Csb
116,116,Honeyberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-honeyberry/,0,"4, 5",60,150,"6, 7, 8, 9",Csb
117,117,Hops,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hops/,0,4,90,180,"7, 8, 9, 10",Csb
118,118,Horseradish,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-horseradish/,1225,"5, 6",90,210,"8, 9, 10, 11, 12",Csb
119,119,Hyacinth,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hyacinth/,100,"10, 11",210,150,"3, 4, 5",Csb
120,120,Impatiens,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-impatiens/,600,"4, 5, 6",90,150,"7, 8, 9",Csb
121,121,Iris,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-iris/,700,"4, 5",30,90,"5, 6, 7",Csb
122,122,Jerusalem Artichoke,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-jerusalem-artichoke/,3600,"4, 5",90,240,"1, 2, 3, 10, 11, 12",Csb
123,123,Johnny Jump Up,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-johnny-jump-up/,225,"3, 4, 5, 6, 7, 8",90,240,"6, 7, 8, 9, 10, 11",Csb
124,124,Jostaberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-jostaberries/,0,4,90,180,"7, 8, 9, 10",Csb
125,125,Kale,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-kale/,1575,"3, 4, 5",60,270,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12",Csb
126,126,Kiwi,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-kiwis/,0,4,120,180,"8, 9, 10",Csb
127,127,Kohlrabi,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-kohlrabi/,600,"4, 5, 6",60,180,"6, 7, 8, 9, 10",Csb
128,128,Lantana,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lantana/,875,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
129,129,Larkspur,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-larkspur/,900,"3, 4, 5",90,150,"6, 7, 8",Csb
130,130,Lavatera,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lavatera/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Csb
131,131,Lavender,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lavender/,1750,"3, 4, 5, 6",30,240,"4, 5, 6, 7, 8, 9, 10, 11",Csb
132,132,Leek,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-leeks/,450,"2, 3, 4, 5",30,300,"1, 2, 3, 9, 10, 11, 12",Csb
133,133,Lemon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemons/,0,4,90,240,"1, 2, 9, 10, 11, 12",Csb
134,134,Lemon (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-lemons/,3600,4,90,240,"1, 2, 9, 10, 11, 12",Csb
135,135,Lemon Balm,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemon-balm/,3600,"2, 3, 4, 5, 6",90,240,"5, 6, 7, 8, 9, 10",Csb
136,136,Lemon Verbena,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemon-verbena/,1350,"4, 5, 6",30,180,"5, 6, 7, 8, 9, 10",Csb
137,137,Lemongrass,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemongrass/,5400,"5, 6",60,180,"7, 8, 9, 10, 11",Csb
138,138,Lettuce (Crisphead),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lettuce/,600,"3, 4, 5, 6, 7, 8",90,240,"6, 7, 8, 9, 10, 11",Csb
139,139,Lettuce (Leaf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-leaf-lettuce/,150,"3, 4, 5, 6, 7, 8, 9",60,240,"5, 6, 7, 8, 9, 10, 11",Csb
140,140,Lettuce (Miners),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-miners-lettuce/,100,"4, 5, 6, 7, 8, 9",30,240,"5, 6, 7, 8, 9, 10, 11, 12",Csb
